,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
2071,2072,西藏自治区,日喀则市,,,,540200000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540200000000
2107,2108,西藏自治区,日喀则市,江孜县,,,540222000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540222000000
2131,2132,西藏自治区,日喀则市,谢通门县,,,540227000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540227000000
2188,2189,广东省,茂名市,电白区,,,440904000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,440000000000,440900000000,440904000000
2260,2261,西藏自治区,日喀则市,定结县,,,540231000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540231000000
2276,2277,西藏自治区,昌都市,洛隆县,,,540329000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540300000000,540329000000
2296,2297,西藏自治区,昌都市,丁青县,,,540324000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540300000000,540324000000
2363,2364,山东省,威海市,文登区,,,371003000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,370000000000,371000000000,371003000000
2462,2463,西藏自治区,日喀则市,萨迦县,,,540224000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540224000000
2530,2531,云南省,迪庆藏族自治州,香格里拉市,,,533401000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,530000000000,533400000000,533401000000
2674,2675,西藏自治区,日喀则市,萨嘎县,,,540236000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540200000000,540236000000
2835,2836,西藏自治区,昌都市,卡若区,,,540302000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,540000000000,540300000000,540302000000
2840,2841,海南省,三亚市,天涯区,,,460204000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,460000000000,460200000000,460204000000
2905,2906,重庆市,,璧山区,,,500120000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,500000000000,500100000000,500120000000
2919,2920,广东省,广州市,增城区,,,440118000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,440000000000,440100000000,440118000000
2925,2926,广东省,云浮市,云安区,,,445303000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,440000000000,445300000000,445303000000
3150,3151,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市,,,654004000000,12/21/2017 11:18:21,12/21/2017 14:53:16,,新增,650000000000,654000000000,654004000000
